rank,trial_id,selection_metric,mean_selection_score,std_selection_score,n_folds,hidden_size,num_layers,dropout,lr,weight_decay,batch_size,sequence_length,max_epochs
21,178,val_bss,0.29160588061356346,0.16647977276977266,3,64,1,0.3,0.001,1e-05,32,6,60
22,5,val_bss,0.29140984514758234,0.20469604376512673,3,64,1,0.3,0.0005,0.0001,16,9,60
23,76,val_bss,0.291043986162221,0.1877762439239523,3,256,1,0.1,0.001,0.0,64,12,60
24,66,val_bss,0.28699997272746924,0.1699693325565862,3,64,1,0.5,0.001,1e-05,32,6,60
25,1,val_bss,0.2864311774104096,0.19608810258292286,3,256,1,0.0,0.0005,0.0,16,6,60
26,184,val_bss,0.28608157098431963,0.19141788518307448,3,128,1,0.1,0.001,0.0001,32,9,60
27,127,val_bss,0.28554286280423385,0.19077074010945735,3,256,1,0.5,0.001,0.0001,64,6,60
28,173,val_bss,0.28485656801683046,0.2041427044401252,3,256,1,0.5,0.0005,1e-05,16,6,60
29,245,val_bss,0.28426873450595175,0.19747077074636685,3,256,1,0.1,0.0005,0.0001,64,6,60
30,91,val_bss,0.28199617902341123,0.21578270932353058,3,256,1,0.1,0.0005,0.0001,16,6,60
31,27,val_bss,0.2819693471363129,0.1913012863792637,3,256,1,0.5,0.001,1e-05,64,9,60
32,197,val_bss,0.2819464159466774,0.18682774299197985,3,256,1,0.0,0.001,0.0001,64,9,60
33,104,val_bss,0.2813682081968857,0.20471974246091706,3,128,1,0.1,0.0003,0.0,32,6,60
34,182,val_bss,0.28106788548922984,0.19319096382174597,3,128,1,0.0,0.0005,0.0001,64,9,60
35,7,val_bss,0.2809280155377404,0.2112816056483002,3,64,1,0.0,0.0005,0.0001,32,12,60
36,161,val_bss,0.2809058151604797,0.18639187822147765,3,128,1,0.0,0.001,0.0,16,9,60
37,33,val_bss,0.27970890618733935,0.21019443710384395,3,128,1,0.1,0.001,0.0,32,6,60
38,107,val_bss,0.2789782919403916,0.19751046135463254,3,256,1,0.0,0.0005,0.0,16,12,60
39,232,val_bss,0.2788798440876558,0.2024631059840368,3,64,1,0.3,0.001,0.0,32,12,60
40,60,val_bss,0.27842632176239546,0.1838419083531124,3,128,1,0.1,0.0005,0.0001,16,6,60
41,119,val_bss,0.2771731676983347,0.2193492132997396,3,32,1,0.1,0.001,0.0001,32,12,60
42,108,val_bss,0.27648966389872504,0.19275517536894202,3,256,1,0.3,0.001,1e-05,16,9,60
43,240,val_bss,0.27598934323010743,0.1969020312411839,3,256,1,0.3,0.001,1e-05,64,12,60
44,24,val_bss,0.27538031568659255,0.11516265338514288,3,32,1,0.1,0.001,0.0,16,6,60
45,185,val_bss,0.2753657943630118,0.19638492617517248,3,32,1,0.0,0.001,1e-05,32,9,60
46,136,val_bss,0.27526609238697036,0.18705144785582087,3,64,1,0.3,0.001,0.0,32,9,60
47,236,val_bss,0.2740070990600602,0.18328617220544963,3,64,1,0.0,0.001,0.0,32,6,60
48,117,val_bss,0.2737091835666264,0.1983265596038484,3,64,1,0.0,0.0003,0.0001,16,12,60
49,123,val_bss,0.27308099396465496,0.20050375264150005,3,64,1,0.3,0.001,1e-05,64,9,60
50,84,val_bss,0.27287678534923376,0.1759127176870386,3,256,1,0.0,0.001,1e-05,16,12,60
51,59,val_bss,0.27284560789896445,0.20556157933118466,3,256,1,0.5,0.0003,0.0001,16,6,60
52,247,val_bss,0.27249037142604216,0.19113387695712092,3,128,1,0.0,0.0003,1e-05,32,6,60
53,192,val_bss,0.2723805055757747,0.21537409412434963,3,128,1,0.5,0.0005,0.0,16,6,60
54,163,val_bss,0.27229157874386173,0.19278948072222774,3,32,1,0.3,0.0005,1e-05,64,12,60
55,208,val_bss,0.2713612599228859,0.18843786569976279,3,128,1,0.3,0.0003,0.0,32,6,60
56,137,val_bss,0.27082016018190685,0.19631656219923854,3,64,1,0.1,0.0005,1e-05,16,12,60
57,144,val_bss,0.27068681692468194,0.21427407192662384,3,128,1,0.0,0.001,0.0001,64,12,60
58,18,val_bss,0.27045226473722456,0.14363168432440204,3,32,1,0.1,0.001,1e-05,32,12,60
59,169,val_bss,0.2696586236339378,0.17208108867700336,3,64,1,0.1,0.0003,0.0,32,6,60
60,37,val_bss,0.2695321056475587,0.14564970043328898,3,32,1,0.0,0.001,0.0001,64,12,60
61,95,val_bss,0.26946750998141816,0.2066828001867573,3,256,1,0.0,0.0003,0.0,64,12,60
62,134,val_bss,0.26924371436873046,0.20282561031349747,3,128,1,0.1,0.0005,1e-05,64,9,60
63,12,val_bss,0.2688227505100998,0.204900986863843,3,256,2,0.0,0.001,1e-05,16,6,60
64,220,val_bss,0.26841827968737914,0.18375072929402927,3,128,1,0.3,0.0005,0.0001,16,9,60
65,214,val_bss,0.2681423528300758,0.19860485279090548,3,64,1,0.5,0.0003,1e-05,64,12,60
66,195,val_bss,0.267978621315464,0.17129155493631565,3,64,1,0.5,0.0005,0.0,64,9,60
67,56,val_bss,0.2679330393931213,0.18557181764212766,3,64,1,0.3,0.001,0.0,32,6,60
68,234,val_bss,0.26767765309459685,0.2170660979343242,3,128,2,0.5,0.001,0.0,16,6,60
69,180,val_bss,0.26635864820923033,0.1898385280564786,3,256,1,0.0,0.0005,0.0,64,6,60
70,61,val_bss,0.2663373045799043,0.1619850286625963,3,128,2,0.0,0.0005,1e-05,16,6,60
71,106,val_bss,0.265458812990967,0.1756614148703201,3,64,1,0.3,0.001,0.0001,64,9,60
72,203,val_bss,0.2653730990449924,0.1963233255699901,3,256,2,0.1,0.0003,0.0,32,6,60
73,110,val_bss,0.2650170222615092,0.21481776514430614,3,64,1,0.0,0.0005,0.0,64,12,60
74,28,val_bss,0.26305502209796466,0.18477415128792482,3,256,1,0.0,0.0003,1e-05,64,6,60
75,41,val_bss,0.2627683207815262,0.20321140715888952,3,256,1,0.3,0.0005,0.0001,64,6,60
76,148,val_bss,0.2626770480637565,0.21350016477987832,3,64,1,0.0,0.0005,0.0,64,9,60
77,216,val_bss,0.26250809654027263,0.18664396529503444,3,32,1,0.3,0.001,0.0001,32,6,60
78,80,val_bss,0.2612882522146936,0.20532302033460378,3,32,1,0.5,0.001,0.0,16,12,60
79,239,val_bss,0.26113283036673435,0.1916377755549444,3,256,1,0.5,0.0003,0.0001,16,9,60
80,73,val_bss,0.2603041420305072,0.21002309018091428,3,256,1,0.3,0.0003,0.0001,32,12,60
81,181,val_bss,0.2600480291550556,0.22187279193907225,3,64,1,0.5,0.001,1e-05,32,12,60
82,237,val_bss,0.25932605905473516,0.20620211852843542,3,128,2,0.0,0.0005,0.0001,32,6,60
83,176,val_bss,0.2591760796304075,0.2098476575664643,3,128,2,0.0,0.0005,1e-05,32,6,60
84,133,val_bss,0.25903824104897094,0.19917847044992337,3,256,1,0.0,0.0005,1e-05,32,12,60
85,16,val_bss,0.2586819280525859,0.18869994278119628,3,128,1,0.0,0.001,0.0,16,6,60
86,25,val_bss,0.2585334101342579,0.2172679643903571,3,128,2,0.1,0.0005,0.0,32,6,60
87,146,val_bss,0.2584031366530081,0.20315271128506251,3,64,2,0.5,0.001,1e-05,64,6,60
88,105,val_bss,0.2583973764715099,0.18698501990278776,3,64,2,0.3,0.0005,1e-05,64,6,60
89,100,val_bss,0.25790145690115146,0.20210291040878756,3,128,2,0.0,0.0005,0.0,16,6,60
90,114,val_bss,0.2570174477553976,0.22466750298943636,3,256,2,0.1,0.001,1e-05,64,6,60
91,20,val_bss,0.25683344939743086,0.19220972029349664,3,64,1,0.0,0.0005,0.0,32,9,60
92,151,val_bss,0.25620475002402443,0.1996724872178138,3,128,1,0.3,0.0003,0.0001,32,12,60
93,30,val_bss,0.25523757615466336,0.22887033764860618,3,128,2,0.0,0.0003,0.0001,16,6,60
94,19,val_bss,0.25472021231935726,0.14167632441063321,3,32,1,0.5,0.0003,0.0,32,12,60
95,252,val_bss,0.2546215790934771,0.21886186343033298,3,64,1,0.0,0.0003,0.0,16,12,60
96,29,val_bss,0.25460388334785505,0.1796539910019366,3,256,1,0.3,0.0003,1e-05,16,9,60
97,131,val_bss,0.254149335652819,0.19408570443023465,3,128,1,0.3,0.0001,0.0001,16,9,60
98,22,val_bss,0.25404940525110054,0.19682961283479802,3,128,1,0.5,0.001,1e-05,64,12,60
99,93,val_bss,0.2538926609381496,0.2133457770131393,3,256,1,0.3,0.0003,1e-05,32,6,60
100,242,val_bss,0.25378155642094286,0.20263187743913014,3,256,1,0.5,0.001,0.0,32,9,60
101,256,val_bss,0.25338635675566035,0.21930688821151242,3,128,2,0.3,0.0005,0.0,64,6,60
102,132,val_bss,0.2528050604316419,0.1557164175900383,3,64,2,0.5,0.001,0.0,16,6,60
103,187,val_bss,0.2523279360953458,0.20089715595169855,3,256,1,0.5,0.0005,0.0,32,9,60
104,96,val_bss,0.25202515868827247,0.1305105260658042,3,32,1,0.3,0.0003,0.0001,32,9,60
105,6,val_bss,0.2514630662320277,0.17734404211937205,3,64,1,0.1,0.0005,0.0,32,9,60
106,14,val_bss,0.2510639424676871,0.1318688864137561,3,32,1,0.5,0.0005,0.0,32,12,60
107,177,val_bss,0.2507506241647122,0.22037411625145292,3,256,2,0.0,0.0005,0.0001,64,6,60
108,171,val_bss,0.25061885871940587,0.18878933100965212,3,32,1,0.0,0.0005,0.0001,16,12,60
109,204,val_bss,0.25009739093601563,0.1941007645090191,3,128,2,0.0,0.001,1e-05,32,6,60
110,15,val_bss,0.24954320541657302,0.21240816058034562,3,128,2,0.3,0.0005,1e-05,64,6,60
111,36,val_bss,0.24935691921269496,0.21619268331907468,3,256,2,0.3,0.0003,0.0001,32,6,60
112,193,val_bss,0.24934196803152653,0.19320743986815014,3,32,2,0.0,0.001,0.0,32,6,60
113,101,val_bss,0.24867152750631863,0.1985444655598734,3,256,1,0.5,0.0003,1e-05,64,9,60
114,109,val_bss,0.2483737302865433,0.18515986328195222,3,128,2,0.1,0.001,1e-05,32,9,60
115,248,val_bss,0.24832663888910256,0.20627412308484816,3,128,1,0.5,0.0003,1e-05,32,9,60
116,32,val_bss,0.24812418275011736,0.22685145760994327,3,64,1,0.0,0.0005,1e-05,16,12,60
117,53,val_bss,0.2478139811883988,0.2093029213785041,3,64,2,0.1,0.0003,1e-05,32,6,60
118,17,val_bss,0.24768376175731807,0.18405970609092,3,32,1,0.1,0.001,0.0001,32,9,60
119,124,val_bss,0.24759598133082714,0.17159952232326553,3,32,1,0.3,0.0003,0.0,16,9,60
120,140,val_bss,0.24727539390546285,0.21457607909525658,3,128,2,0.0,0.0005,0.0001,16,12,60
121,225,val_bss,0.24603176716332906,0.18232537276458702,3,256,2,0.1,0.001,0.0,32,9,60
122,89,val_bss,0.2451014579025925,0.18547207349441205,3,64,2,0.1,0.0005,0.0001,64,6,60
123,149,val_bss,0.24508661280907817,0.19166810219009495,3,32,2,0.1,0.001,0.0001,64,12,60
124,120,val_bss,0.24470154850800965,0.22192314683085007,3,256,2,0.3,0.0003,0.0,32,6,60
125,44,val_bss,0.24342932895811642,0.18315530514024586,3,64,1,0.3,0.0003,0.0,32,9,60
126,143,val_bss,0.2433839575839981,0.21779744699827483,3,128,2,0.3,0.001,0.0001,16,6,60
127,155,val_bss,0.2428114585124833,0.22664725195700738,3,32,2,0.0,0.001,1e-05,64,12,60
128,50,val_bss,0.24245102725746615,0.14894403699266162,3,32,1,0.5,0.0003,0.0,16,9,60
129,159,val_bss,0.24176855645513765,0.15522940774708616,3,256,2,0.3,0.001,0.0,32,9,60
130,11,val_bss,0.24147185048842004,0.18033298795475158,3,256,1,0.1,0.0003,1e-05,64,12,60
131,251,val_bss,0.241114297869533,0.21034119089554731,3,64,1,0.1,0.0005,1e-05,64,9,60
132,52,val_bss,0.23938775170836457,0.158573751074646,3,32,1,0.5,0.0003,0.0001,16,6,60
133,167,val_bss,0.23929792401004177,0.18832301664550893,3,128,1,0.1,0.0001,0.0,16,6,60
134,186,val_bss,0.23846849177266383,0.20737141906170464,3,256,1,0.5,0.0005,1e-05,32,12,60
135,152,val_bss,0.23843209480252323,0.13381671910936163,3,32,1,0.5,0.0005,0.0001,32,6,60
136,94,val_bss,0.23792821800025807,0.20935875862541406,3,256,1,0.1,0.0001,0.0001,16,6,60
137,92,val_bss,0.2373510569171495,0.21207831465224727,3,64,1,0.3,0.001,1e-05,32,9,60
138,74,val_bss,0.23732214677734811,0.13409285465291423,3,32,1,0.3,0.0003,1e-05,32,12,60
139,102,val_bss,0.23550632372920824,0.16978760108458396,3,64,1,0.1,0.0005,0.0,32,6,60
140,233,val_bss,0.23414531029244515,0.16977634274500486,3,128,2,0.0,0.001,0.0,16,9,60
141,9,val_bss,0.23394580982766944,0.18981429002298922,3,256,1,0.5,0.0001,0.0001,16,9,60
142,116,val_bss,0.23281809752218027,0.1654835030338383,3,32,1,0.3,0.001,1e-05,32,9,60
143,135,val_bss,0.23281076576748524,0.14599100413239963,3,32,2,0.1,0.0005,0.0001,16,6,60
144,103,val_bss,0.2327042193504195,0.21042606515260254,3,32,2,0.3,0.001,0.0001,32,6,60
145,222,val_bss,0.2306555501439482,0.14166021205079615,3,32,1,0.3,0.0003,1e-05,32,9,60
146,172,val_bss,0.2298987989290091,0.18717359295484137,3,256,1,0.1,0.0001,0.0,32,12,60
147,115,val_bss,0.22958291576389925,0.19593062387027516,3,256,2,0.1,0.0005,0.0001,16,9,60
148,130,val_bss,0.2291792517032467,0.18480386778294386,3,256,1,0.0,0.0001,1e-05,16,12,60
149,69,val_bss,0.2277843482689771,0.200901893641235,3,128,2,0.5,0.0005,0.0001,32,9,60
150,128,val_bss,0.2277601500832348,0.1638519565932197,3,64,1,0.5,0.0001,0.0001,16,9,60
151,111,val_bss,0.2277072280410565,0.18528416734156106,3,256,1,0.1,0.0001,0.0001,32,12,60
152,39,val_bss,0.22764786042438756,0.22489067801575993,3,256,2,0.3,0.0003,0.0,64,6,60
153,238,val_bss,0.22745998995790384,0.22833419237651098,3,256,2,0.0,0.0003,1e-05,64,6,60
154,141,val_bss,0.22703349072032128,0.15201326775865057,3,64,1,0.1,0.0001,0.0001,32,12,60
155,168,val_bss,0.2250827309487031,0.21925173204888185,3,128,2,0.0,0.001,0.0,64,9,60
156,150,val_bss,0.22396712300916968,0.2178488371457897,3,128,1,0.5,0.0005,0.0,64,12,60
157,194,val_bss,0.2238688823461781,0.2138387173477226,3,128,2,0.5,0.0003,0.0001,32,12,60
158,202,val_bss,0.2221509379968868,0.22353372587094333,3,128,2,0.0,0.0005,0.0001,32,9,60
159,87,val_bss,0.22060177625317343,0.1440945260085534,3,32,2,0.3,0.001,0.0001,16,6,60
160,175,val_bss,0.22033390295169528,0.18983298316773062,3,256,1,0.1,0.0001,1e-05,16,12,60
161,219,val_bss,0.22027699013032834,0.20308830521882187,3,256,1,0.5,0.0001,0.0,16,6,60
162,179,val_bss,0.21991263707795683,0.17146791474565257,3,256,2,0.1,0.001,1e-05,64,9,60
163,162,val_bss,0.21987409121791787,0.20055244957312585,3,128,2,0.3,0.0003,1e-05,32,6,60
164,63,val_bss,0.21969032044311443,0.20853126766679048,3,64,2,0.3,0.0005,1e-05,16,12,60
165,78,val_bss,0.2170142934005539,0.20002562310693056,3,256,2,0.1,0.0005,0.0,64,9,60
166,126,val_bss,0.21603177967212484,0.18070536288983616,3,128,2,0.1,0.0003,0.0,16,9,60
167,139,val_bss,0.21535141578742575,0.2132793242086501,3,128,2,0.1,0.0005,0.0,32,9,60
168,4,val_bss,0.2152082676028985,0.16555733697326638,3,256,2,0.0,0.001,1e-05,32,9,60
169,54,val_bss,0.21505744252416656,0.17668103674468308,3,64,2,0.1,0.001,0.0,32,9,60
170,13,val_bss,0.21480623474159566,0.22990659294312146,3,128,2,0.0,0.0003,0.0001,16,9,60
171,97,val_bss,0.2147671192192515,0.10032160828142518,3,128,2,0.5,0.001,1e-05,16,12,60
172,121,val_bss,0.21269675054125525,0.11115432705272497,3,64,1,0.5,0.0001,0.0001,32,12,60
173,77,val_bss,0.21263465285152092,0.15570047664065845,3,64,1,0.0,0.0003,1e-05,64,6,60
174,34,val_bss,0.21214856980792093,0.21797036723887608,3,128,2,0.3,0.0005,1e-05,16,9,60
175,200,val_bss,0.21208127671194987,0.22528887829214583,3,256,2,0.0,0.0001,0.0001,16,6,60
176,231,val_bss,0.21101186979363618,0.19118997047453415,3,32,2,0.3,0.0005,0.0,16,9,60
177,198,val_bss,0.209102679788149,0.20264941231656267,3,128,2,0.5,0.001,1e-05,16,9,60
178,67,val_bss,0.20820708339588287,0.21488373153594517,3,256,2,0.5,0.0005,0.0001,32,9,60
179,145,val_bss,0.2074239646147872,0.1821686762308999,3,128,2,0.3,0.001,1e-05,32,12,60
180,199,val_bss,0.20697153607557597,0.162228995083349,3,64,2,0.3,0.001,0.0001,16,9,60
181,166,val_bss,0.20636833515295097,0.18535327960093542,3,128,2,0.3,0.0003,1e-05,16,9,60
182,223,val_bss,0.20524450901256497,0.2042864802890923,3,256,2,0.0,0.0001,1e-05,16,9,60
183,2,val_bss,0.20475554222555,0.14316539884216026,3,32,2,0.0,0.001,0.0001,64,6,60
184,244,val_bss,0.20327397351318435,0.16262263961857637,3,64,2,0.5,0.001,1e-05,32,12,60
185,142,val_bss,0.20193770038330136,0.15878547598069218,3,256,2,0.0,0.0005,0.0,64,12,60
186,213,val_bss,0.20028901509992314,0.19573943953202474,3,256,2,0.3,0.0003,1e-05,16,9,60
187,72,val_bss,0.19977509868631774,0.15220688467921237,3,32,2,0.5,0.0005,0.0,32,9,60
188,164,val_bss,0.19934821225421076,0.22030980529542343,3,64,2,0.3,0.0003,1e-05,16,9,60
189,88,val_bss,0.1988445562494214,0.19356978665080385,3,64,2,0.3,0.001,0.0,32,9,60
190,65,val_bss,0.19773666837241397,0.19537728030822926,3,128,2,0.0,0.0001,0.0001,16,12,60
191,58,val_bss,0.1945642187316097,0.08804082269545921,3,32,1,0.1,0.0003,1e-05,64,6,60
192,196,val_bss,0.19373919025888287,0.2216968090728074,3,256,2,0.5,0.0001,0.0001,16,6,60
193,165,val_bss,0.19334405635240035,0.19020378784762287,3,64,2,0.3,0.0005,0.0001,64,6,60
194,85,val_bss,0.19202770002128036,0.1902999944752267,3,256,2,0.5,0.0003,1e-05,32,12,60
195,38,val_bss,0.19185221987746348,0.21219042849736744,3,256,2,0.0,0.0001,0.0,32,6,60
196,201,val_bss,0.1918148372515289,0.1282034940424052,3,32,2,0.3,0.001,1e-05,32,9,60
197,230,val_bss,0.19153811268263396,0.21667121896563107,3,128,2,0.0,0.0001,1e-05,16,9,60
198,221,val_bss,0.18987027474109708,0.21592807717327478,3,256,2,0.3,0.0001,0.0001,32,6,60
199,51,val_bss,0.18814901891315872,0.20434417560967832,3,64,2,0.3,0.0005,1e-05,64,12,60
200,160,val_bss,0.18812127534536485,0.16105074460537638,3,256,1,0.1,0.0001,0.0,64,6,60
201,57,val_bss,0.18724610172588138,0.14842157771149725,3,256,2,0.3,0.0003,1e-05,16,12,60
202,206,val_bss,0.18514704810006685,0.21400648896350194,3,128,2,0.3,0.0003,0.0001,32,12,60
203,47,val_bss,0.18416057693092144,0.20960267237355154,3,256,2,0.0,0.0001,0.0001,32,9,60
204,70,val_bss,0.18320196654176127,0.21274876299907539,3,64,2,0.1,0.0003,0.0001,32,12,60
205,250,val_bss,0.18086196315673794,0.16562446018689392,3,32,2,0.0,0.0003,1e-05,16,6,60
206,147,val_bss,0.17926235378924657,0.1274143131383525,3,64,2,0.1,0.0003,0.0001,64,6,60
207,122,val_bss,0.17828378463570105,0.23225052126258233,3,64,2,0.5,0.001,0.0001,32,12,60
208,212,val_bss,0.1774287163500652,0.2238275758471338,3,256,2,0.5,0.0003,0.0,32,9,60
209,209,val_bss,0.17737847653138336,0.05886212926843281,3,32,1,0.0,0.0003,0.0001,64,9,60
210,226,val_bss,0.17653621997898175,0.12335381741432505,3,32,2,0.0,0.0001,0.0,16,12,60
211,112,val_bss,0.17579939244285012,0.23907767279906592,3,64,2,0.0,0.0005,0.0,32,12,60
212,157,val_bss,0.17231827436988686,0.21814820931937404,3,128,2,0.5,0.0001,0.0,32,12,60
213,8,val_bss,0.16980495693862155,0.23710723475131676,3,32,2,0.1,0.0005,0.0,32,9,60
214,153,val_bss,0.1672778542114736,0.1740140126824402,3,256,2,0.0,0.0003,1e-05,64,12,60
215,246,val_bss,0.16519358157087624,0.1919919266395862,3,64,2,0.3,0.001,1e-05,64,12,60
216,190,val_bss,0.160642300412564,0.18151183598374807,3,256,2,0.0,0.0001,1e-05,64,6,60
217,241,val_bss,0.15991692981546893,0.11815689452857668,3,32,2,0.5,0.0003,1e-05,32,9,60
218,189,val_bss,0.1598918546709954,0.10676613568178364,3,128,1,0.3,0.0001,0.0001,64,9,60
219,174,val_bss,0.1581899081404502,0.20781690270381048,3,32,2,0.0,0.0005,1e-05,16,9,60
220,75,val_bss,0.15651887521752275,0.13024465651960465,3,32,1,0.1,0.0003,0.0001,64,9,60
221,211,val_bss,0.15480303627419822,0.13119130826930364,3,64,2,0.1,0.0001,0.0,16,9,60
222,68,val_bss,0.15447731710114454,0.18774818944610197,3,128,2,0.5,0.0001,1e-05,16,6,60
223,113,val_bss,0.15305628357264456,0.166491878039591,3,256,2,0.5,0.0001,0.0001,32,12,60
224,86,val_bss,0.1515952816270075,0.13892256595727734,3,64,2,0.1,0.0001,1e-05,16,6,60
225,158,val_bss,0.14643032259276276,0.18673945175774798,3,32,2,0.3,0.001,0.0,64,9,60
226,23,val_bss,0.14490925689883918,0.15856435750588227,3,128,2,0.3,0.0001,0.0,64,12,60
227,191,val_bss,0.14319592943802759,0.12698853667411497,3,32,2,0.3,0.0001,0.0,16,12,60
228,48,val_bss,0.1422755668532171,0.13640951601632784,3,64,2,0.0,0.0001,0.0,16,9,60
229,99,val_bss,0.1409708728196136,0.14987041762712075,3,32,2,0.3,0.0005,0.0001,64,9,60
230,40,val_bss,0.14063865050968602,0.13249988604735993,3,32,2,0.3,0.001,0.0,32,12,60
231,170,val_bss,0.1270351595641587,0.15948243784904564,3,128,2,0.0,0.0001,0.0001,64,9,60
232,71,val_bss,0.1261470369618826,0.1356379024970478,3,128,2,0.1,0.0001,1e-05,64,6,60
233,207,val_bss,0.12409571047023286,0.16734495417609901,3,64,2,0.0,0.0005,0.0,32,9,60
234,227,val_bss,0.12106814752783716,0.0836176421075234,3,32,2,0.0,0.0001,1e-05,32,6,60
235,62,val_bss,0.11738581924306628,0.10559753406699134,3,32,2,0.0,0.0003,0.0001,64,9,60
236,26,val_bss,0.11702278660380172,0.13443449783271072,3,32,2,0.5,0.0003,0.0,32,9,60
237,255,val_bss,0.10704859189579248,0.0548012121245092,3,32,1,0.0,0.0001,0.0,32,12,60
238,55,val_bss,0.10382978928479007,0.12363709820008997,3,128,2,0.3,0.0001,1e-05,64,6,60
239,10,val_bss,0.09710540645042527,0.03199930589306741,3,32,1,0.5,0.0001,1e-05,32,12,60
240,156,val_bss,0.09300543668524726,0.05157534634433877,3,32,2,0.1,0.0001,0.0,32,12,60
241,154,val_bss,0.08796807581489625,0.038986922288794135,3,32,1,0.1,0.0001,0.0,32,6,60
242,43,val_bss,0.08686266603595276,0.10076180321562557,3,64,2,0.0,0.0001,1e-05,64,9,60
243,31,val_bss,0.08389696325935629,0.06899883271988447,3,64,2,0.5,0.0001,1e-05,64,12,60
244,81,val_bss,0.08044345614777204,0.013670925303994861,3,64,1,0.0,0.0001,0.0,64,12,60
245,188,val_bss,0.07864098140274278,0.02680959925301758,3,64,1,0.1,0.0001,0.0001,64,9,60
246,243,val_bss,0.07162917387552718,0.014846632526237212,3,64,1,0.5,0.0001,0.0,64,9,60
247,49,val_bss,0.07030498750840901,0.012497202157822107,3,32,1,0.5,0.0001,1e-05,32,9,60
248,254,val_bss,0.05991877000790854,0.04295812286784115,3,64,2,0.0,0.0001,0.0,64,9,60
249,3,val_bss,0.05651330609541102,0.02160471872817238,3,32,1,0.0,0.0001,0.0001,32,6,60
250,21,val_bss,0.04766194493824808,0.017166484961572834,3,64,1,0.0,0.0001,0.0,64,9,60
251,79,val_bss,0.04308327596962469,0.023822242462040562,3,64,1,0.3,0.0001,0.0001,64,6,60
252,82,val_bss,0.020533584524531617,0.03228294428830224,3,32,1,0.5,0.0001,0.0,64,12,60
253,183,val_bss,0.005271599058031318,0.04942518784244219,3,32,2,0.1,0.0001,0.0001,64,12,60
254,45,val_bss,-0.03380328507176592,0.03928542999065883,3,32,2,0.1,0.0001,1e-05,64,6,60
255,90,val_bss,-0.04154719936570476,0.0578666308569387,3,32,2,0.5,0.0001,0.0001,32,6,60
256,64,val_bss,-0.051169610791666965,0.036967259569429964,3,32,1,0.3,0.0001,0.0001,64,9,60
